Input_host,Assigned_host,Assigned_method,Eval,Final_host,Version,Source
grapefruit,Citrus x paradisi,ncbi_taxonomy,True,Citrus x paradisi,20231103,Host
cladonia borealis,Cladonia borealis,ete3,True,Cladonia borealis,20231103,Host
clematis,Clematis,ete3,True,Clematis,20231103,Host
root of codonopsis pilosula,Codonopsis pilosula,fuzzy_sci,True,Codonopsis pilosula,20231103,IsolationSource
coffea arabica,Coffea arabica,ete3,True,Coffea arabica,20231103,Host
coffee,Coffea arabica,fuzzy_common,True,Coffea arabica,20231103,Host
coffea canephora,Coffea canephora,ete3,True,Coffea canephora,20231103,Host
collection de,Collection,fuzzy_sci,False,unknown,20231103,IsolationSource
colon,Colon,ete3,True,Colon,20231103,IsolationSource
columba livia,Columba livia,ete3,True,Columba livia,20231103,Host
columba livia domestica,Columba livia,ete3,True,Columba livia,20231103,Host
pigeon,Columbidae,fuzzy_common,True,Columbidae,20231103,Host
commiphora wightii,Commiphora wightii,ete3,True,Commiphora wightii,20231103,Host
coprinus comatus,Coprinus comatus,ete3,True,Coprinus comatus,20231103,Host
copris tripartitus,Copris tripartitus,ete3,True,Copris tripartitus,20231103,Host
corcyra cephalonica,Corcyra cephalonica,ete3,True,Corcyra cephalonica,20231103,Host
coregonus peled,Coregonus peled,ete3,True,Coregonus peled,20231103,Host
coreius guichenoti,Coreius guichenoti,ete3,True,Coreius guichenoti,20231103,Host
cilantro,Coriandrum sativum,ncbi_taxonomy,True,Coriandrum sativum,20231103,IsolationSource
correlophus ciliatus,Correlophus ciliatus,ete3,True,Correlophus ciliatus,20231103,Host
corvus brachyrhynchos,Corvus brachyrhynchos,ete3,True,Corvus brachyrhynchos,20231103,Host
corvus macrorhynchos,Corvus macrorhynchos,ete3,True,Corvus macrorhynchos,20231103,Host
corylus avellana,Corylus avellana,ete3,True,Corylus avellana,20231103,Host
corylus avellena,Corylus avellana,fuzzy_sci,True,Corylus avellana,20231103,Host
costelytra zealandica,Costelytra zealandica,ete3,True,Costelytra zealandica,20231103,Host
cotinus coggygria,Cotinus coggygria,ete3,True,Cotinus coggygria,20231103,Host
coturnix coturnix,Coturnix coturnix,ete3,True,Coturnix coturnix,20231103,Host
crassostrea gigas,Crassostrea gigas,ete3,True,Crassostrea gigas,20231103,Host
pacific oyster,Crassostrea gigas,ncbi_taxonomy,True,Crassostrea gigas,20231103,Host
crassostrea virginica,Crassostrea virginica,ete3,True,Crassostrea virginica,20231103,Host
craugastor fitzingeri,Craugastor fitzingeri,ete3,True,Craugastor fitzingeri,20231103,Host
cricetinae,Cricetinae,ete3,True,Cricetinae,20231103,Host
crocodylus siamensis,Crocodylus siamensis,ete3,True,Crocodylus siamensis,20231103,Host
siamese crocodiles,Crocodylus siamensis,fuzzy_common,True,Crocodylus siamensis,20231103,IsolationSource
crocus sativus,Crocus sativus,ete3,True,Crocus sativus,20231103,Host
crotalaria pallida,Crotalaria pallida,ete3,True,Crotalaria pallida,20231103,Host
cryptocercus clevelandi,Cryptocercus clevelandi,ete3,True,Cryptocercus clevelandi,20231103,Host
cryptocercus kyebangensis,Cryptocercus kyebangensis,ete3,True,Cryptocercus kyebangensis,20231103,Host
cryptocercus punctulatus,Cryptocercus punctulatus,ete3,True,Cryptocercus punctulatus,20231103,Host
cryptomeria japonica var. sinensis,Cryptomeria japonica var. sinensis,ete3,True,Cryptomeria japonica var. sinensis,20231103,Host
cryptomonas gyropyrenoidosa sag 25.80,Cryptomonas gyropyrenoidosa,fuzzy_sci,True,Cryptomonas gyropyrenoidosa,20231103,Host
ctenocephalides orientis,Ctenocephalides orientis,ete3,True,Ctenocephalides orientis,20231103,Host
grass carp,Ctenopharyngodon idella,ncbi_taxonomy,True,Ctenopharyngodon idella,20231103,Host
cucumis melo,Cucumis melo,ete3,True,Cucumis melo,20231103,Host
cucumber,Cucumis sativus,fuzzy_common,True,Cucumis sativus,20231103,Host
cucumis sativus,Cucumis sativus,ete3,True,Cucumis sativus,20231103,Host
cucurbita maxima,Cucurbita maxima,ete3,True,Cucurbita maxima,20231103,Host
cucurbita moschata,Cucurbita moschata,ete3,True,Cucurbita moschata,20231103,Host
cucurbita pepo,Cucurbita pepo,ete3,True,Cucurbita pepo,20231103,Host
cucurbita pepo ssp. texana,Cucurbita pepo subsp. texana,fuzzy_sci,True,Cucurbita pepo subsp. texana,20231103,Host
culex pipiens,Culex pipiens,ete3,True,Culex pipiens,20231103,Host
culicoides impunctatus,Culicoides impunctatus,ete3,True,Culicoides impunctatus,20231103,Host
cunninghamia lanceolata,Cunninghamia lanceolata,ete3,True,Cunninghamia lanceolata,20231103,Host
curcuma aromatica,Curcuma aromatica,ete3,True,Curcuma aromatica,20231103,Host
curcuma wenyujin,Curcuma wenyujin,ete3,True,Curcuma wenyujin,20231103,Host
cyclopterus lumpus,Cyclopterus lumpus,ete3,True,Cyclopterus lumpus,20231103,Host
cynara cardunculus var. scolymus,Cynara cardunculus var. scolymus,ete3,True,Cynara cardunculus var. scolymus,20231103,Host
cynoglossus semilaevis,Cynoglossus semilaevis,ete3,True,Cynoglossus semilaevis,20231103,Host
of cyperus brevifolius,Cyperus brevifolius,fuzzy_sci,True,Cyperus brevifolius,20231103,IsolationSource
danio rerio,Danio rerio,ete3,True,Danio rerio,20231103,Host
zebrafish,Danio rerio,ncbi_taxonomy,True,Danio rerio,20231103,Host
datisca glomerata,Datisca glomerata,ete3,True,Datisca glomerata,20231103,Host
carrot,Daucus carota,ncbi_taxonomy,True,Daucus carota,20231103,Host
deinagkistrodon acutus,Deinagkistrodon acutus,ete3,True,Deinagkistrodon acutus,20231103,Host
delichon urbicum,Delichon urbicum,ete3,True,Delichon urbicum,20231103,Host
beluga whale,Delphinapterus leucas,ncbi_taxonomy,True,Delphinapterus leucas,20231103,Host
dendrobium,Dendrobium,ete3,True,Dendrobium,20231103,Host
dendrobium officinale,Dendrobium officinale,ete3,True,Dendrobium officinale,20231103,IsolationSource
masson pine,Dendrolimus punctatus,fuzzy_common,True,Dendrolimus punctatus,20231103,Host
dendrolimus sibericus,Dendrolimus sibiricus,fuzzy_sci,True,Dendrolimus sibiricus,20231103,IsolationSource
dermacentor andersoni,Dermacentor andersoni,ete3,True,Dermacentor andersoni,20231103,Host
dermatophagoides farinae,Dermatophagoides farinae,ete3,True,Dermatophagoides farinae,20231103,Host
desmanthus virgatus,Desmanthus virgatus,ete3,True,Desmanthus virgatus,20231103,Host
diaphorina citri,Diaphorina citri,ete3,True,Diaphorina citri,20231103,Host
dicentrarchus labrax,Dicentrarchus labrax,ete3,True,Dicentrarchus labrax,20231103,Host
opossum,Didelphidae,fuzzy_common,True,Didelphidae,20231103,IsolationSource
digitaria eriantha,Digitaria eriantha,ete3,True,Digitaria eriantha,20231103,Host
dinoflagellate,Dinophyceae,fuzzy_common,True,Dinophyceae,20231103,Host
diplosoma similis,Diplosoma simile,fuzzy_sci,True,Diplosoma simile,20231103,IsolationSource
flies,Diptera,ncbi_taxonomy,True,Diptera,20231103,Host
discomorpha sp.,Discomorpha,fuzzy_sci,True,Discomorpha,20231103,Host
discus,Discus,ete3,True,Discus,20231103,Host
dracaena sanderiana,Dracaena sanderiana,ete3,True,Dracaena sanderiana,20231103,Host
draeculacephala minerva,Draeculacephala minerva,ete3,True,Draeculacephala minerva,20231103,Host
drosophila atripex,Drosophila atripex,ete3,True,Drosophila atripex,20231103,Host
fruit fly,Drosophila gunungcola,fuzzy_common,True,Drosophila gunungcola,20231103,IsolationSource
drosophila hydei,Drosophila hydei,ete3,True,Drosophila hydei,20231103,Host
drosophila melanogaster,Drosophila melanogaster,ete3,True,Drosophila melanogaster,20231103,Host
dryococelus australis,Dryococelus australis,ete3,True,Dryococelus australis,20231103,Host
dryocosmus kuriphilus,Dryocosmus kuriphilus,ete3,True,Dryocosmus kuriphilus,20231103,Host
duranta erecta,Duranta erecta,ete3,True,Duranta erecta,20231103,Host
echinacea purpurea,Echinacea purpurea,ete3,True,Echinacea purpurea,20231103,Host
eclectus roratus,Eclectus roratus,ete3,True,Eclectus roratus,20231103,Host
ragi,Eleusine coracana subsp. coracana,ncbi_taxonomy,True,Eleusine coracana subsp. coracana,20231103,IsolationSource
ellychnia corrusca,Ellychnia corrusca,ete3,True,Ellychnia corrusca,20231103,Host
emiliania huxleyi,Emiliania huxleyi,ete3,True,Emiliania huxleyi,20231103,IsolationSource
pearl gentian grouper,Epinephelus fuscoguttatus x Epinephelus lanceolatus,ncbi_taxonomy,True,Epinephelus fuscoguttatus x Epinephelus lanceolatus,20231103,IsolationSource
equus,Equus,ete3,True,Equus,20231103,Host
equine,Equus caballus,ncbi_taxonomy,True,Equus caballus,20231103,Host
equus caballus,Equus caballus,ete3,True,Equus caballus,20231103,Host
equus ferus caballus,Equus caballus,fuzzy_sci,True,Equus caballus,20231103,Host
horse,Equus caballus,ncbi_taxonomy,True,Equus caballus,20231103,Host
equus kiang,Equus kiang,ete3,True,Equus kiang,20231103,Host
equus quagga,Equus quagga,ete3,True,Equus quagga,20231103,Host
erigeron annuus,Erigeron annuus,ete3,True,Erigeron annuus,20231103,Host
eruca vesicaria subsp. sativa,Eruca vesicaria subsp. sativa,ete3,True,Eruca vesicaria subsp. sativa,20231103,Host
etmopterus lucifer,Etmopterus lucifer,ete3,True,Etmopterus lucifer,20231103,Host
eucalyptus,Eucalyptus,ete3,True,Eucalyptus,20231103,Host
eucalyptus grandis,Eucalyptus grandis,ete3,True,Eucalyptus grandis,20231103,Host
eucommia ulmoides,Eucommia ulmoides,ete3,True,Eucommia ulmoides,20231103,Host
euglena gracilis,Euglena gracilis,ete3,True,Euglena gracilis,20231103,IsolationSource
euonymus sp.,Euonymus,fuzzy_sci,True,Euonymus,20231103,Host
euphausia superba,Euphausia superba,ete3,True,Euphausia superba,20231103,Host
euphorbia pulcherrima,Euphorbia pulcherrima,ete3,True,Euphorbia pulcherrima,20231103,Host
euphorbia pulcherrima cv. atla,Euphorbia pulcherrima,fuzzy_sci,True,Euphorbia pulcherrima,20231103,Host
1 monthold,False,not_assigned,True,unknown,20231103,IsolationSource
10 weeks,False,not_assigned,True,unknown,20231103,IsolationSource
1012 m,False,not_assigned,True,unknown,20231103,IsolationSource
150 km,False,not_assigned,True,unknown,20231103,IsolationSource
37662wt,False,not_assigned,True,unknown,20231103,IsolationSource
a  sample,False,not_assigned,True,False,20231103,IsolationSource
a anal,False,not_assigned,True,unknown,20231103,IsolationSource
a feces,False,not_assigned,True,unknown,20231103,IsolationSource
a laboratory,False,not_assigned,True,unknown,20231103,IsolationSource
a nose,False,not_assigned,True,unknown,20231103,IsolationSource
a pond,False,not_assigned,True,unknown,20231103,IsolationSource
a strain,False,not_assigned,True,unknown,20231103,IsolationSource
a traditional,False,not_assigned,True,unknown,20231103,IsolationSource
ac condensate,False,not_assigned,True,unknown,20231103,IsolationSource
acid mine,False,not_assigned,True,environmental,20231103,IsolationSource
acid mining,False,not_assigned,True,environmental,20231103,IsolationSource
acidic hot,False,not_assigned,True,environmental,20231103,IsolationSource
acidic wetland,False,not_assigned,True,environmental,20231103,IsolationSource
active sludge,False,not_assigned,True,environmental,20231103,IsolationSource
adult,False,not_assigned,True,unknown,20231103,IsolationSource
afbdiseased colony,False,not_assigned,True,unknown,20231103,IsolationSource
agar plate,False,not_assigned,True,unknown,20231103,IsolationSource
agnum bog,False,not_assigned,True,unknown,20231103,IsolationSource
agnum peat,False,not_assigned,True,unknown,20231103,IsolationSource
agricultural field,False,not_assigned,True,environmental,20231103,IsolationSource
agricultural settling,False,not_assigned,True,environmental,20231103,IsolationSource
agrosavia,False,not_assigned,True,environmental,20231103,IsolationSource
air,False,not_assigned,True,unknown,20231103,IsolationSource
air conditioning,False,not_assigned,True,unknown,20231103,IsolationSource
alcohol foam,False,not_assigned,True,unknown,20231103,IsolationSource
alfalfa out,False,not_assigned,False,Medicago sativa,20231103,IsolationSource
alfalfa outs,False,not_assigned,False,Medicago sativa,20231103,IsolationSource
algae,False,not_assigned,True,unknown,20231103,Host
algae aquaculture,False,not_assigned,True,unknown,20231103,IsolationSource
algal mat,False,not_assigned,True,unknown,20231103,IsolationSource
algal phycoere,False,not_assigned,True,unknown,20231103,IsolationSource
alive,False,not_assigned,True,unknown,20231103,Host
alkaline ing,False,not_assigned,True,unknown,20231103,IsolationSource
alkaline pool,False,not_assigned,True,unknown,20231103,IsolationSource
allpurpose wheat,False,not_assigned,False,Triticum aestivum,20231103,IsolationSource
almond drupe,False,not_assigned,False,Prunus dulcis,20231103,IsolationSource
"alpaca, fecal",False,not_assigned,False,Vicugna pacos,20231103,IsolationSource
alpine peat,False,not_assigned,True,unknown,20231103,IsolationSource
an irradiated,False,not_assigned,True,unknown,20231103,IsolationSource
anabaena culture,False,not_assigned,False,Anabaena,20231103,IsolationSource
anaerobic digester,False,not_assigned,True,unknown,20231103,IsolationSource
anaerobic effluent,False,not_assigned,True,unknown,20231103,IsolationSource
anaerobic sewer,False,not_assigned,True,unknown,20231103,IsolationSource
anal swab,False,not_assigned,True,unknown,20231103,IsolationSource
anderson lake,False,not_assigned,True,unknown,20231103,IsolationSource
andong rice,False,not_assigned,True,unknown,20231103,IsolationSource
animal,False,not_assigned,True,unknown,20231103,Host
animal droppings,False,not_assigned,True,unknown,20231103,IsolationSource
animal faecal,False,not_assigned,True,unknown,20231103,IsolationSource
animal feces,False,not_assigned,True,unknown,20231103,IsolationSource
animal feed,False,not_assigned,True,unknown,20231103,IsolationSource
animal hide,False,not_assigned,True,unknown,20231103,IsolationSource
animal_env,False,not_assigned,True,unknown,20231103,Host
animalswinemarket swine,False,not_assigned,True,unknown,20231103,IsolationSource
animalswinesow,False,not_assigned,True,unknown,20231103,IsolationSource
animalturkeyyoung turkey,False,not_assigned,False,Meleagris gallopavo,20231103,IsolationSource
annual mediterranean,False,not_assigned,True,unknown,20231103,Host
anodic biofilm,False,not_assigned,True,unknown,20231103,IsolationSource
antarctic iceberg,False,not_assigned,True,environmental,20231103,IsolationSource
antarctic sea,False,not_assigned,True,environmental,20231103,IsolationSource
anteater area,False,not_assigned,False,Myrmecophaga Tridactyla,20231103,Host
antho dichotoma,False,not_assigned,True,unknown,20231103,Host
anthropogenic,False,not_assigned,True,unknown,20231103,IsolationSource
antimony mine,False,not_assigned,True,unknown,20231103,IsolationSource
anus swab,False,not_assigned,True,unknown,20231103,IsolationSource
apple cider,False,not_assigned,True,unknown,20231103,IsolationSource
apple juice,False,not_assigned,True,unknown,20231103,IsolationSource
aquaculture pond,False,not_assigned,True,environmental,20231103,IsolationSource
aquatic animal,False,not_assigned,True,unknown,20231103,Host
arjo bathroom,False,not_assigned,True,unknown,20231103,IsolationSource
ascites,False,not_assigned,True,unknown,20231103,IsolationSource
assamese macaque,False,not_assigned,False,Macaca assamensis,20231103,Host
atcc,False,not_assigned,True,unknown,20231103,IsolationSource
australian silver,False,not_assigned,False,Grevillea robusta,20231103,Host
bacterial culture,False,not_assigned,True,unknown,20231103,IsolationSource
bacterial strain,False,not_assigned,True,unknown,20231103,IsolationSource
baechukimchi,False,not_assigned,False,Companilactobacillus kimchii,20231103,IsolationSource
baek kimchi,False,not_assigned,False,Companilactobacillus kimchii,20231103,IsolationSource
baengnokdam summit,False,not_assigned,True,unknown,20231103,IsolationSource
baijiu fermentation,False,not_assigned,True,unknown,20231103,IsolationSource
ball soup,False,not_assigned,True,unknown,20231103,IsolationSource
"balls, fp",False,not_assigned,True,unknown,20231103,IsolationSource
bamboo shoots,False,not_assigned,False,Bambuseae,20231103,IsolationSource
barbecue pork,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
barbeque,False,not_assigned,True,unknown,20231103,IsolationSource
barf,False,not_assigned,True,unknown,20231103,IsolationSource
barnacle at,False,not_assigned,True,unknown,20231103,IsolationSource
base of,False,not_assigned,True,unknown,20231103,IsolationSource
bat,False,not_assigned,False,Chiroptera,20231103,Host
bay of,False,not_assigned,True,unknown,20231103,IsolationSource
beach sand,False,not_assigned,True,environmental,20231103,IsolationSource
beagle,False,not_assigned,False,Canis lupus familiaris,20231103,Host
bean blight,False,not_assigned,False,Phaseolus vulgaris,20231103,IsolationSource
bean paste,False,not_assigned,False,Phaseolus vulgaris,20231103,Host
bean seeds,False,not_assigned,False,Phaseolus vulgaris,20231103,IsolationSource
bearded dragon,False,not_assigned,False,Pogona vitticeps,20231103,IsolationSource
bed controller_p22_bu23,False,not_assigned,True,unknown,20231103,IsolationSource
bed curtain,False,not_assigned,True,unknown,20231103,IsolationSource
bed sheets,False,not_assigned,True,unknown,20231103,IsolationSource
bedside light,False,not_assigned,True,unknown,20231103,IsolationSource
bedside rail,False,not_assigned,True,unknown,20231103,IsolationSource
bedside table_p53_bu18,False,not_assigned,True,unknown,20231103,IsolationSource
beef,False,not_assigned,False,Bos taurus,20231103,Host
beehive,False,not_assigned,True,unknown,20231103,IsolationSource
beer,False,not_assigned,True,unknown,20231103,IsolationSource
beer contaminant,False,not_assigned,True,unknown,20231103,IsolationSource
beer keg,False,not_assigned,True,unknown,20231103,IsolationSource
beijing,False,not_assigned,True,unknown,20231103,IsolationSource
bgsc database,False,not_assigned,True,unknown,20231103,Host
bile,False,not_assigned,True,unknown,20231103,IsolationSource
biocathode mcl,False,not_assigned,True,unknown,20231103,IsolationSource
biofertilizer,False,not_assigned,True,False,20231103,IsolationSource
biofilm boat,False,not_assigned,True,unknown,20231103,IsolationSource
biofilm reactor,False,not_assigned,True,unknown,20231103,IsolationSource
biofilm sample,False,not_assigned,True,unknown,20231103,IsolationSource
biogas digestate,False,not_assigned,True,unknown,20231103,IsolationSource
bioleaching solution,False,not_assigned,True,unknown,20231103,IsolationSource
biological fluid,False,not_assigned,True,unknown,20231103,IsolationSource
biomedical source,False,not_assigned,True,unknown,20231103,IsolationSource
biopesticide agree,False,not_assigned,True,unknown,20231103,IsolationSource
biopesticide delfin,False,not_assigned,True,unknown,20231103,IsolationSource
biopesticide dipel,False,not_assigned,True,unknown,20231103,IsolationSource
biopesticide novodor,False,not_assigned,True,unknown,20231103,IsolationSource
biopesticide solbac,False,not_assigned,True,unknown,20231103,IsolationSource
biopesticide xentari,False,not_assigned,True,unknown,20231103,IsolationSource
bioreactor,False,not_assigned,True,unknown,20231103,IsolationSource
