"query","method","eval","tags","version","source","TAXONOMY_UID"
"apple cider","ete4,inmapping,token_set_ratio",0,"food,drink",2024,"type",-1
"apple juice","not_assigned",1,"food",20231103,"IsolationSource",-1
"apple juice cider press","ete4,inmapping,token_set_ratio",0,"food,drink",2024,"type",-1
"apple juice fermentation ( cider )","ete4,inmapping,token_set_ratio",0,"food,drink",2024,"type",-1
"apple tree","manual",0,"host_associated",2024,"host_name",3750
"apple twig","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",3750
"applicable","not_assigned",1,,20231103,"Host",-1
"apsterostigma","fuzzy_sci",1,"host_associated",20231103,"Host",242243
"apterostigma","ete3",1,"host_associated",20231103,"Host",34696
"apterostigma dentigerum","ete3",1,"host_associated",20231103,"Host",257670
"aquaculture","not_assigned",1,"aquatic,aquaculture",20231103,"IsolationSource",-1
"aquaculture pond","not_assigned",1,"aquatic,aquaculture",20231103,"IsolationSource",-1
"aquaculture sediment","environmental",1,"aquatic,aquaculture,sediment",20231103,"IsolationSource",-1
"aquaculture water","environmental",1,"aquatic,artificial,aquaculture",20231103,"IsolationSource",-1
"aquarium water","ete4,inmapping,token_set_ratio",0,"aquatic,artificial,aquarium",2024,"type",-1
"aquatic animal","not_assigned",1,"host_associated",20231103,"Host",-1
"aquculture system","not_assigned",1,"aquatic,aquaculture",20231103,"IsolationSource",-1
"arabidopsis","ete3",1,"host_associated",20231103,"Host",3701
"arabidopsis thaliana","ete3",1,"host_associated",20231103,"Host",3702
"arachis hypogaea","ete3",1,"host_associated",20231103,"Host",3818
"arachis hypogaea l .","fuzzy_sci",1,"host_associated",20231103,"Host",3818
"aratinga solstitialis","ete3",1,"host_associated",20231103,"Host",176015
"arctic char","ncbi_taxonomy",1,"host_associated",20231103,"Host",8036
"arctic sea ice","environmental",1,"aquatic,marine,sea,location","20231103_v2","IsolationSource",-1
"arctic seawater","environmental",1,"aquatic,marine,sea,location",20231103,"IsolationSource",-1
"area zhangpu yanchang ( fujian province , p.r . china )","ete4,exact",0,"location",2024,"type",-1
"areca catechu","ete3",1,"host_associated",20231103,"Host",184783
"argas persicus","ete3",1,"host_associated",20231103,"Host",34603
"argopecten purpuratus","ete3",1,"host_associated",20231103,"Host",228297
"argyrolobium uniflorum","ete3",1,"host_associated",20231103,"Host",76389
"arid soil collected coastal desert north antofagasta chile","environmental",1,"terrestrial,desert,soil,location",20231103,"IsolationSource",-1
"arjo bathroom","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"arseniccontaminated soil","ete4,inmapping,wratio",1,"soil,contaminated",2024,"type",-1
"arshan water","ete4,inmapping,token_set_ratio",0,"aquatic,freshwater,river,location",2024,"type",-1
"artificial hip","ete4,wratio,syn",0,"anthropogenic",2024,"type",-1
"artificially infected catharanthus roseus","ete4,inmapping,token_set_ratio",0,"host_associated,disease",2024,"type",4058
"artipe eryx","ete3",1,"host_associated",20231103,"Host",2847368
"ascidian , diplosoma similis","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",322856
"ascites","ete4,token_set_ratio,sci",0,"host_associated,disease",2024,"type",-1
"ascites fluid","ete4,token_set_ratio,sci",0,"host_associated,disease",2024,"type",-1
"ascites liquid","ete4,inmapping,token_set_ratio",1,"host_associated,disease",2024,"type",-1
"ascites male patient complicated abdominal infection","ete4,token_set_ratio,common",0,"host_associated,abdominal,disease",2024,"type",9606
"ascitic fluid","not_assigned",1,"host_associated","20231103_v2","IsolationSource",-1
"asian pear","ncbi_taxonomy",1,"host_associated",20231103,"IsolationSource",332388
"asian pear tree","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",332388
"aspirated pu","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",-1
"aspiration bronchial","ete4,inmapping,token_set_ratio",1,"host_associated,respiratory_system,bronchi",2024,"type",-1
"assamese macaque","not_assigned",0,"host_associated",20231103,"Host",9551
"assembled genome","ete4,inmapping,wratio",0,,2024,"type",-1
"assembly","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"assembly Genome","not_assigned",0,,2024,"type",-1
"assembly genome","ete4,inmapping,wratio",0,,2024,"type",-1
"astragalus inopinatus","ete3",1,"host_associated",20231103,"Host",1692266
"astragalus pelecinus","ete3",1,"host_associated",20231103,"Host",47093
"astragalus sp .","fuzzy_sci",1,"host_associated",20231103,"Host",1266835
"astragalus umbellatus","ete3",1,"host_associated",20231103,"Host",90225
"asymptomatic santal ethnic minority patient","ete4,token_set_ratio,common",1,"host_associated",2024,"type",9606
"atcc","not_assigned",1,,20231103,"IsolationSource",-1
"atcc isolate","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"atcc strain","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"atheris squamigera","ete3",1,"host_associated",20231103,"Host",110225
"atlantic mackerel","ncbi_taxonomy",1,"host_associated",20231103,"IsolationSource",13677
"atlantic salmon","ncbi_taxonomy",1,"host_associated",20231103,"Host",8030
"atlantic salmon ( salmo salar l . )","manual",0,"host_associated",2024,"host_name",8030
"atlantic salmon kidney","ete4,inmapping,wratio",0,"host_associated,location",2024,"type",8030
"atrazineproducing pesticide factory contaminated soil","environmental",1,"soil,contaminated",20231103,"IsolationSource",-1
"atrina pectinata","ete3",1,"host_associated",20231103,"Host",49198
"australian silver","not_assigned",0,"host_associated",20231103,"Host",105748
"austroplebeia australis","ete3",1,"host_associated",20231103,"Host",166407
"available","not_assigned",1,,20231103,"IsolationSource",-1
"available : reported later","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"avena sativa","ete3",1,"host_associated",20231103,"Host",4498
"aves","ete3",1,"host_associated",20231103,"Host",8782
"avian","ete4,exact",0,"host_associated",2024,"type",8782
"avocado root","ete4,inmapping,token_set_ratio",0,"soil,rhizosphere",2024,"type",-1
"axenic","ete4,token_set_ratio,sci",0,,2024,"type",-1
"axenic culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"ayakekumsalt lake","ete4,inmapping,token_set_ratio",0,"aquatic,lake,saline,location",2024,"type",-1
"baby spinach leaf","ete4,token_set_ratio,common",0,"food",2024,"type",-1
"baby stool","ete4,token_set_ratio,common",0,"host_associated,gastrointestinal_system,fecal",2024,"type",9606
"babylonia areolata","ete3",1,"host_associated",20231103,"Host",304850
"bacillus megaterium assembly","ete4,inmapping,wratio",0,,2024,"type",-1
"bacillus subtilis","ete3",1,"host_associated","20231103_v2","Host",1423
"bacillus thuringiensis ssp . tenebrionis ( btt )","ete4,inmapping,wratio",1,"host_associated",2024,"type",1432
"bacillus thuringiensis subsp","fuzzy_sci",1,"host_associated",20231103,"Host",1428
"back skin","ete4,inmapping,token_set_ratio",0,"host_associated,skin",2024,"type",-1
"backwater","ete4,token_set_ratio,common",0,"aquatic,watercourse,backwater",2024,"type",-1
"backyard chicken","ete4,token_set_ratio,common",1,"host_associated",2024,"type",9031
"bacteria","ete3",1,,20231103,"Host",-1
"bacteria , whole organism","ete4,inmapping,token_set_ratio",1,,2024,"type",-1
"bacteria cell","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"bacteria colony","ete4,inmapping,wratio",1,"cell_culture",2024,"type",-1
"bacteria culture","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"bacteria hemolymph","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"bacteria isolate","ete4,inmapping,wratio",0,"cell_culture",2024,"type",2
"bacteria pure culture","ete4,inmapping,wratio",0,"cell_culture",2024,"type",-1
"bacteria sample","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"bacterial","ete4,inmapping,wratio",0,,2024,"type",-1
"bacterial cell","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"bacterial cell culture","ete4,inmapping,wratio",0,"cell_culture",2024,"type",-1
"bacterial clone","ete4,token_set_ratio,sci",0,"cell_culture",2024,"type",-1
"bacterial colony","not_assigned",0,"cell_culture",2024,"type",-1
"bacterial consortium","fuzzy_sci",1,,20231103,"IsolationSource",-1
"bacterial consortium cattle pasture soil , usa","ete4,inmapping,wratio",1,"anthropogenic,soil,location",2024,"type",-1
"bacterial culture","not_assigned",1,"cell_culture",20231103,"IsolationSource",-1
"bacterial culture milk","ete4,inmapping,wratio",0,"drink,cell_culture",2024,"type",-1
"bacterial culture sample","ete4,inmapping,wratio",0,"cell_culture",2024,"type",-1
"bacterial fluid","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",2
"bacterial genome","not_assigned",0,,2024,"type",-1
"bacterial isolate","not_assigned",0,"cell_culture",2024,"type",-1
"bacterial monoculture","ete4,inmapping,wratio",0,"cell_culture",2024,"type",-1
"bacterial pure culture","ete4,inmapping,wratio",0,"cell_culture",2024,"type",-1
"bacterial pure culure","not_assigned",0,"cell_culture",2024,"type",-1
"bacterial strain","not_assigned",1,"cell_culture",20231103,"IsolationSource",-1
"bacterial strain isolated fresh salmon","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",8028
"bacterial strain isolated naturallyoccurring , multispecies , methanolfed biofilm , adapted marine system denitrifying condition","ete4,inmapping,token_set_ratio",0,"aquatic,marine,biofilm",2024,"type",-1
"bacterial strain isolated sardine","ete4,token_set_ratio,common",1,"host_associated",2024,"type",27697
"bacterial strain isolated smoked salmon","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",8028
"bacterial suspension","ete4,inmapping,wratio",0,,2024,"type",-1
"bacterial vaginosis","ete4,wratio,sci",0,"host_associated,vaginal,disease",2024,"type",-1
"bacteriocyte","ete4,token_set_ratio,common",0,"material,organic",2024,"type",-1
"bacteriome","ete4,token_set_ratio,common",0,"material,organic",2024,"type",-1
"bacterium","ete4,exact",0,"host_associated",2024,"type",-1
"bacterium forest soil .","ete4,wratio,sci",0,"host_associated,terrestrial,forest,soil",2024,"type",2
"bactrial agar plate","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"bactrocera dorsalis","ete3",1,"host_associated",20231103,"Host",27457
"bactrocera oleae","manual",0,"host_associated",2024,"host_name",104688
"baechukimchi","not_assigned",0,"food,fermented",20231103,"IsolationSource",-1
"baek kimchi","not_assigned",0,"food,fermented",20231103,"IsolationSource",-1
"baengnokdam summit","not_assigned",1,,20231103,"IsolationSource",-1
"baengnokdam summit crater area , mt . halla","ete4,inmapping,token_set_ratio",0,"soil,location",2024,"type",-1
"bagged lettuce","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"baijiu fermentation","not_assigned",1,"food,fermented",20231103,"IsolationSource",-1
"baijiu fermentation starter","ete4,inmapping,wratio",1,"food,fermented",2024,"type",-1
"baizongia pistaciae","ete3",1,"host_associated",20231103,"Host",198322
"bakery environment concentrated whipped topping","environmental",1,"anthropogenic,construction",20231103,"IsolationSource",-1
"bal","ete4,token_set_ratio,sci",0,,2024,"type",-1
"balf","ete4,token_set_ratio,sci",0,,2024,"type",-1
"balf child","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",9606
"ball , fp","not_assigned",1,"food",20231103,"IsolationSource",-1
"ball soup","not_assigned",1,"food",20231103,"IsolationSource",-1
"baltic sea water , gulf gdansk","environmental",1,"aquatic,marine,sea,location","20231103_v2","IsolationSource",-1
"bamboo forest soil","ete4,token_set_ratio,common",0,"terrestrial,forest,soil",2024,"type",-1
"bamboo shoot","not_assigned",0,"host_associated",20231103,"IsolationSource",147376
"banana","fuzzy_sci",0,"host_associated",20231103,"Host",4640
"banana fruit","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"banana plantation infected banana blood disease","ete4,inmapping,token_set_ratio",0,"host_associated,disease",2024,"type",4640
"banana sheath rot","ete4,inmapping,token_set_ratio",0,"soil,rhizosphere",2024,"type",-1
"bange saltalkaline lake tibet","ete4,inmapping,token_set_ratio",0,"aquatic,lake,saline,location",2024,"type",-1
"bankia setacea","ete3",1,"host_associated",20231103,"Host",693219
"barbarea vulgaris","ete3",1,"host_associated",20231103,"Host",50459
"barbecue pork","ete4,token_set_ratio,common",0,"food,meat",2024,"type",-1
"barbeque","not_assigned",1,,20231103,"IsolationSource",-1
"barf","not_assigned",1,"food,meat",20231103,"IsolationSource",-1
"barial marine water","ete4,inmapping,token_set_ratio",1,"aquatic,marine",2024,"type",-1
"bark","ete4,token_set_ratio,common",0,"host_associated",2024,"type",-1
"barnacle","ete4,token_set_ratio,common",0,"host_associated",2024,"type",6675
"barnacle wood pileon","ete4,token_set_ratio,common",0,"host_associated",2024,"type",6675
"base","not_assigned",1,,20231103,"IsolationSource",-1
"base single tree sidewalk along rollins rd . evidence many dog , boston , mass","ete4,token_set_ratio,common",0,"terrestrial,location",2024,"type",-1
"baskunchak hypersaline lake","ete4,inmapping,token_set_ratio",0,"aquatic,lake,saline,location",2024,"type",-1
"baskunchak lake","ete4,inmapping,token_set_ratio",0,"aquatic,lake,saline,location",2024,"type",-1
"bat","not_assigned",0,"host_associated",20231103,"IsolationSource",9397
"batceria culture","ete4,inmapping,wratio",1,"cell_culture",2024,"type",-1
"bateria","ete4,inmapping,wratio",1,"host_associated",2024,"type",2
"bathymodiolus marisindicus","ete3",1,"host_associated",20231103,"Host",268467
"bay","not_assigned",1,"aquatic,marine,sea,bay",20231103,"IsolationSource",-1
"bay bengal","ete4,inmapping,token_set_ratio",1,"aquatic,marine,sea,bay",2024,"type",-1
"bay plenty","ete4,inmapping,token_set_ratio",1,"aquatic,marine,sea,bay",2024,"type",-1
"beach sand","not_assigned",1,"terrestrial,beach,soil,sand",20231103,"IsolationSource",-1
"beach water","environmental",1,"aquatic,marine,sea",20231103,"IsolationSource",-1
"beagle","not_assigned",0,"host_associated",20231103,"Host",9615
"beak broiler","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",9031
"bean blight","not_assigned",0,"host_associated",20231103,"IsolationSource",3885
"bean paste","not_assigned",0,"host_associated",20231103,"Host",3885
"bean seed","ete4,token_set_ratio,common",0,"food",2024,"type",-1
"bearded dragon","not_assigned",0,"host_associated",20231103,"IsolationSource",103695
"bed controller_p22_bu23","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"bed curtain","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"bed sheet","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"bedside light","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"bedside light switch hospital intensive care unit","ete4,token_set_ratio,common",0,"anthropogenic,hospital",2024,"type",-1
"bedside rail","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"bedside rail hospital intensive care unit","ete4,token_set_ratio,common",0,"anthropogenic,hospital",2024,"type",-1
"bedside table_p53_bu18","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"bee bread apis mellifera","ete4,inmapping,wratio",0,"food",2024,"type",-1
"bee honey","ete4,wratio,common",0,"food",2024,"type",-1
"bee nest","ete4,token_set_ratio,common",0,"material,organic",2024,"type",-1
"beef","ete4,wratio,common",1,"host_associated",2024,"type",9913
"beef burger","bos_taurus_synonym",1,"food,meat",20231103,"IsolationSource",-1
"beef carpaccio","ete4,token_set_ratio,common",0,"food,meat",2024,"type",-1
"beef cattle feces rectal grab","ete4,inmapping,wratio",1,"host_associated,gastrointestinal_system,fecal",2024,"type",9913
